# rxnID	MNXID	met_model	met_standard_name	Smiles	genes	refID	Kcat value (substrate first)
r_0003_fwd	MNXM2757;MNXM8	(R,R)-2,3-butanediol;NAD	(R,R)-butane-2,3-diol;NAD(+)	C[C@@H](O)[C@@H](C)O;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000041713_Debaryomyces_maramus@Seq_1447	chebi:16982;chebi:57540	28.0831;17.6274
r_1146_1_rvs	MNXM52365	episterol	episterol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041713_Debaryomyces_maramus@Seq_1021	chebi:23929	2.9977
r_1146_2_fwd	MNXM52365	episterol	episterol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041713_Debaryomyces_maramus@Seq_112	chebi:23929	0.7773
r_1146_2_rvs	MNXM52365	episterol	episterol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041713_Debaryomyces_maramus@Seq_112	chebi:23929	0.7773
r_1146_3_fwd	MNXM52365	episterol	episterol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041713_Debaryomyces_maramus@Seq_1573	chebi:23929	0.8164
r_1146_3_rvs	MNXM52365	episterol	episterol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041713_Debaryomyces_maramus@Seq_1573	chebi:23929	0.8164
r_1146_4_fwd	MNXM52365	episterol	episterol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041713_Debaryomyces_maramus@Seq_3458	chebi:23929	0.7459
r_1146_4_rvs	MNXM52365	episterol	episterol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041713_Debaryomyces_maramus@Seq_3458	chebi:23929	0.7459
r_1147_1_fwd	MNXM741449	ergosterol	ergosterol	CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041713_Debaryomyces_maramus@Seq_1021	chebi:16933	0.9121
r_1147_1_rvs	MNXM741449	ergosterol	ergosterol	CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041713_Debaryomyces_maramus@Seq_1021	chebi:16933	0.9121
r_1147_2_fwd	MNXM741449	ergosterol	ergosterol	CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041713_Debaryomyces_maramus@Seq_112	chebi:16933	0.5243
r_1147_2_rvs	MNXM741449	ergosterol	ergosterol	CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041713_Debaryomyces_maramus@Seq_112	chebi:16933	0.5243
r_1147_3_fwd	MNXM741449	ergosterol	ergosterol	CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041713_Debaryomyces_maramus@Seq_1573	chebi:16933	0.3913
r_1147_3_rvs	MNXM741449	ergosterol	ergosterol	CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041713_Debaryomyces_maramus@Seq_1573	chebi:16933	0.3913
r_1147_4_fwd	MNXM741449	ergosterol	ergosterol	CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041713_Debaryomyces_maramus@Seq_3458	chebi:16933	0.6912
r_1147_4_rvs	MNXM741449	ergosterol	ergosterol	CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041713_Debaryomyces_maramus@Seq_3458	chebi:16933	0.6912
r_1148_1_fwd	MNXM741449	ergosterol	ergosterol	CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041713_Debaryomyces_maramus@Seq_1021	chebi:16933	0.9121
r_1148_1_rvs	MNXM741449	ergosterol	ergosterol	CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041713_Debaryomyces_maramus@Seq_1021	chebi:16933	0.9121
r_1148_2_fwd	MNXM741449	ergosterol	ergosterol	CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041713_Debaryomyces_maramus@Seq_112	chebi:16933	0.5243
r_1148_2_rvs	MNXM741449	ergosterol	ergosterol	CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041713_Debaryomyces_maramus@Seq_112	chebi:16933	0.5243
r_1148_3_fwd	MNXM741449	ergosterol	ergosterol	CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041713_Debaryomyces_maramus@Seq_1573	chebi:16933	0.3913
r_1148_3_rvs	MNXM741449	ergosterol	ergosterol	CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041713_Debaryomyces_maramus@Seq_1573	chebi:16933	0.3913
r_1148_4_fwd	MNXM741449	ergosterol	ergosterol	CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041713_Debaryomyces_maramus@Seq_3458	chebi:16933	0.6912
r_1148_4_rvs	MNXM741449	ergosterol	ergosterol	CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041713_Debaryomyces_maramus@Seq_3458	chebi:16933	0.6912
r_1149_fwd	MNXM218	ethanolamine	ethanolamine	[NH3+]CCO	yHMPu5000041713_Debaryomyces_maramus@Seq_4148	chebi:57603	0.2676
r_1149_rvs	MNXM218	ethanolamine	ethanolamine	[NH3+]CCO	yHMPu5000041713_Debaryomyces_maramus@Seq_4148	chebi:57603	0.2676
r_1151	MNXM727842	FADH2	FADH2	Cc1cc2Nc3c([nH]c(=O)[nH]c3=O)N(C[C@H](O)[C@H](O)[C@H](O)COP([O-])(=O)OP([O-])(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n3cnc4c(N)ncnc34)c2cc1C	yHMPu5000041713_Debaryomyces_maramus@Seq_3322	chebi:58307	0.7592
r_1161_1_fwd	MNXM731707	fecosterol	24-methylene-5alpha-cholest-8-en-3beta-ol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	yHMPu5000041713_Debaryomyces_maramus@Seq_1021	chebi:17038	0.5421
r_1161_1_rvs	MNXM731707	fecosterol	24-methylene-5alpha-cholest-8-en-3beta-ol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	yHMPu5000041713_Debaryomyces_maramus@Seq_1021	chebi:17038	0.5421
r_1161_2_fwd	MNXM731707	fecosterol	24-methylene-5alpha-cholest-8-en-3beta-ol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	yHMPu5000041713_Debaryomyces_maramus@Seq_112	chebi:17038	0.2718
r_1161_2_rvs	MNXM731707	fecosterol	24-methylene-5alpha-cholest-8-en-3beta-ol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	yHMPu5000041713_Debaryomyces_maramus@Seq_112	chebi:17038	0.2718
r_1161_3_fwd	MNXM731707	fecosterol	24-methylene-5alpha-cholest-8-en-3beta-ol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	yHMPu5000041713_Debaryomyces_maramus@Seq_1573	chebi:17038	0.2054
r_1161_3_rvs	MNXM731707	fecosterol	24-methylene-5alpha-cholest-8-en-3beta-ol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	yHMPu5000041713_Debaryomyces_maramus@Seq_1573	chebi:17038	0.2054
r_1161_4_fwd	MNXM731707	fecosterol	24-methylene-5alpha-cholest-8-en-3beta-ol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	yHMPu5000041713_Debaryomyces_maramus@Seq_3458	chebi:17038	0.3585
r_1161_4_rvs	MNXM731707	fecosterol	24-methylene-5alpha-cholest-8-en-3beta-ol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	yHMPu5000041713_Debaryomyces_maramus@Seq_3458	chebi:17038	0.3585
r_1162_1_fwd	MNXM731707	fecosterol	24-methylene-5alpha-cholest-8-en-3beta-ol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	yHMPu5000041713_Debaryomyces_maramus@Seq_1021	chebi:17038	0.5421
r_1162_1_rvs	MNXM731707	fecosterol	24-methylene-5alpha-cholest-8-en-3beta-ol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	yHMPu5000041713_Debaryomyces_maramus@Seq_1021	chebi:17038	0.5421
r_1162_2_fwd	MNXM731707	fecosterol	24-methylene-5alpha-cholest-8-en-3beta-ol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	yHMPu5000041713_Debaryomyces_maramus@Seq_112	chebi:17038	0.2718
r_1162_2_rvs	MNXM731707	fecosterol	24-methylene-5alpha-cholest-8-en-3beta-ol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	yHMPu5000041713_Debaryomyces_maramus@Seq_112	chebi:17038	0.2718
r_1162_3_fwd	MNXM731707	fecosterol	24-methylene-5alpha-cholest-8-en-3beta-ol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	yHMPu5000041713_Debaryomyces_maramus@Seq_1573	chebi:17038	0.2054
r_1162_3_rvs	MNXM731707	fecosterol	24-methylene-5alpha-cholest-8-en-3beta-ol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	yHMPu5000041713_Debaryomyces_maramus@Seq_1573	chebi:17038	0.2054
r_1162_4_fwd	MNXM731707	fecosterol	24-methylene-5alpha-cholest-8-en-3beta-ol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	yHMPu5000041713_Debaryomyces_maramus@Seq_3458	chebi:17038	0.3585
r_1162_4_rvs	MNXM731707	fecosterol	24-methylene-5alpha-cholest-8-en-3beta-ol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	yHMPu5000041713_Debaryomyces_maramus@Seq_3458	chebi:17038	0.3585
r_1165	MNXM731350;MNXM113	GDP-alpha-D-mannose;GMP	GDP-alpha-D-mannose;GMP	Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O;Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000041713_Debaryomyces_maramus@Seq_4111	chebi:57527;chebi:58115	1.0233;1.3699
r_1166_1	MNXM735619	D-glucose	D-glucose	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041713_Debaryomyces_maramus@Seq_1083	chebi:4167	15.3050
r_1166_2	MNXM735619	D-glucose	D-glucose	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041713_Debaryomyces_maramus@Seq_2110	chebi:4167	4.3006
r_1166_3	MNXM735619	D-glucose	D-glucose	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041713_Debaryomyces_maramus@Seq_3885	chebi:4167	5.3925
r_1166_4	MNXM735619	D-glucose	D-glucose	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041713_Debaryomyces_maramus@Seq_436	chebi:4167	12.3966
r_1166_5	MNXM735619	D-glucose	D-glucose	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041713_Debaryomyces_maramus@Seq_4964	chebi:4167	4.0629
r_1166_6	MNXM735619	D-glucose	D-glucose	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041713_Debaryomyces_maramus@Seq_5	chebi:4167	1.9952
r_1167	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_5338	chebi:57925	23.3338
r_1168_1_fwd	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_2129	chebi:57925	7.7580
r_1168_1_rvs	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_2129	chebi:57925	7.7580
r_1168_2_fwd	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_3948	chebi:57925	21.6338
r_1168_2_rvs	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_3948	chebi:57925	21.6338
r_1168_3_fwd	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_4095	chebi:57925	9.5830
r_1168_3_rvs	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_4095	chebi:57925	9.5830
r_1168_4_fwd	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_4129	chebi:57925	19.9072
r_1168_4_rvs	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_4129	chebi:57925	19.9072
r_1168_5_fwd	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_5427	chebi:57925	15.3360
r_1168_5_rvs	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_5427	chebi:57925	15.3360
r_1168_6_fwd	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_73	chebi:57925	6.1206
r_1168_6_rvs	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_73	chebi:57925	6.1206
r_1169_fwd	MNXM1517	1-(sn-glycero-3-phospho)-1D-myo-inositol	sn-glycero-3-phospho-1D-myo-inositol	OC[C@@H](O)COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	yHMPu5000041713_Debaryomyces_maramus@Seq_1589	chebi:58444	1.3162
r_1169_rvs	MNXM1517	1-(sn-glycero-3-phospho)-1D-myo-inositol	sn-glycero-3-phospho-1D-myo-inositol	OC[C@@H](O)COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	yHMPu5000041713_Debaryomyces_maramus@Seq_1589	chebi:58444	1.3162
r_1170_fwd	MNXM367	sn-glycero-3-phosphocholine	sn-glycerol 3-phosphocholine	C[N+](C)(C)CCOP([O-])(=O)OC[C@H](O)CO	yHMPu5000041713_Debaryomyces_maramus@Seq_1589	chebi:16870	0.5542
r_1170_rvs	MNXM367	sn-glycero-3-phosphocholine	sn-glycerol 3-phosphocholine	C[N+](C)(C)CCOP([O-])(=O)OC[C@H](O)CO	yHMPu5000041713_Debaryomyces_maramus@Seq_1589	chebi:16870	0.5542
r_1171_1	MNXM89612	glycerol	glycerol	OCC(O)CO	yHMPu5000041713_Debaryomyces_maramus@Seq_2823	chebi:17754	280.3283
r_1171_2	MNXM89612	glycerol	glycerol	OCC(O)CO	yHMPu5000041713_Debaryomyces_maramus@Seq_3885	chebi:17754	6.4570
r_1171_3	MNXM89612	glycerol	glycerol	OCC(O)CO	yHMPu5000041713_Debaryomyces_maramus@Seq_436	chebi:17754	16.0797
r_1173_1_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_1057	chebi:57305	0.9846
r_1173_1_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_1057	chebi:57305	0.9846
r_1173_2_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_1879	chebi:57305	0.2073
r_1173_2_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_1879	chebi:57305	0.2073
r_1173_3_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_2318	chebi:57305	0.1998
r_1173_3_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_2318	chebi:57305	0.1998
r_1173_4_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_3133	chebi:57305	0.4981
r_1173_4_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_3133	chebi:57305	0.4981
r_1173_5_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_3194	chebi:57305	0.5723
r_1173_5_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_3194	chebi:57305	0.5723
r_1173_6_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_3565	chebi:57305	0.5615
r_1173_6_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_3565	chebi:57305	0.5615
r_1173_7_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_3915	chebi:57305	0.2135
r_1173_7_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_3915	chebi:57305	0.2135
r_1173_8_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_4471	chebi:57305	0.1044
r_1173_8_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_4471	chebi:57305	0.1044
r_1173_9_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_4809	chebi:57305	0.6253
r_1173_9_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_4809	chebi:57305	0.6253
r_1173_10_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_974	chebi:57305	0.3213
r_1173_10_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_974	chebi:57305	0.3213
r_1175	MNXM51;MNXM30	GTP;GDP	GTP;GDP	Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000041713_Debaryomyces_maramus@Seq_887	chebi:37565;chebi:58189	0.4597;0.3758
r_1176_1_fwd	MNXM733114	guanine	guanine	Nc1nc2[nH]cnc2c(=O)[nH]1	yHMPu5000041713_Debaryomyces_maramus@Seq_3532	chebi:16235	1.0781
r_1176_1_rvs	MNXM733114	guanine	guanine	Nc1nc2[nH]cnc2c(=O)[nH]1	yHMPu5000041713_Debaryomyces_maramus@Seq_3532	chebi:16235	1.0781
r_1176_2_fwd	MNXM733114	guanine	guanine	Nc1nc2[nH]cnc2c(=O)[nH]1	yHMPu5000041713_Debaryomyces_maramus@Seq_3582	chebi:16235	1.1140
r_1176_2_rvs	MNXM733114	guanine	guanine	Nc1nc2[nH]cnc2c(=O)[nH]1	yHMPu5000041713_Debaryomyces_maramus@Seq_3582	chebi:16235	1.1140
r_1176_3_fwd	MNXM733114	guanine	guanine	Nc1nc2[nH]cnc2c(=O)[nH]1	yHMPu5000041713_Debaryomyces_maramus@Seq_4194	chebi:16235	25.2714
r_1176_3_rvs	MNXM733114	guanine	guanine	Nc1nc2[nH]cnc2c(=O)[nH]1	yHMPu5000041713_Debaryomyces_maramus@Seq_4194	chebi:16235	25.2714
r_1177_1	MNXM727691	myo-inositol	myo-inositol	O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O	yHMPu5000041713_Debaryomyces_maramus@Seq_2818	chebi:17268	4.1279
r_1177_2	MNXM727691	myo-inositol	myo-inositol	O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O	yHMPu5000041713_Debaryomyces_maramus@Seq_4332	chebi:17268	6.6377
r_1178_1	MNXM726711	iron(2+)	Fe(2+)	[Fe++]	yHMPu5000041713_Debaryomyces_maramus@Seq_2023	chebi:29033	4.8698
r_1178_2	MNXM726711	iron(2+)	Fe(2+)	[Fe++]	yHMPu5000041713_Debaryomyces_maramus@Seq_3853	chebi:29033	2.8048
r_1178_3	MNXM726711	iron(2+)	Fe(2+)	[Fe++]	yHMPu5000041713_Debaryomyces_maramus@Seq_4685	chebi:29033	4.6862
r_1179	MNXM726711	iron(2+)	Fe(2+)	[Fe++]	yHMPu5000041713_Debaryomyces_maramus@Seq_3447	chebi:29033	2.6223
r_1183_1_fwd	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_1057	chebi:57972	2.4060
r_1183_1_rvs	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_1057	chebi:57972	2.4060
r_1183_2_fwd	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_1879	chebi:57972	46.1140
r_1183_2_rvs	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_1879	chebi:57972	46.1140
r_1183_3_fwd	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_2318	chebi:57972	1.9753
r_1183_3_rvs	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_2318	chebi:57972	1.9753
r_1183_4_fwd	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_3133	chebi:57972	3.2623
r_1183_4_rvs	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_3133	chebi:57972	3.2623
r_1183_5_fwd	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_3194	chebi:57972	1.0701
r_1183_5_rvs	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_3194	chebi:57972	1.0701
