# rxnID	MNXID	met_model	met_standard_name	Smiles	genes	refID	Kcat value (substrate first)
r_0003_fwd	MNXM2757;MNXM8	(R,R)-2,3-butanediol;NAD	(R,R)-butane-2,3-diol;NAD(+)	C[C@@H](O)[C@@H](C)O;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000034990_Candida_corydali@Seq_1031	chebi:16982;chebi:57540	20.5309;20.8802
r_1169_rvs	MNXM1517	1-(sn-glycero-3-phospho)-1D-myo-inositol	sn-glycero-3-phospho-1D-myo-inositol	OC[C@@H](O)COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	yHMPu5000034990_Candida_corydali@Seq_1050	chebi:58444	6.0003
r_1170_fwd	MNXM367	sn-glycero-3-phosphocholine	sn-glycerol 3-phosphocholine	C[N+](C)(C)CCOP([O-])(=O)OC[C@H](O)CO	yHMPu5000034990_Candida_corydali@Seq_1050	chebi:16870	1.2496
r_1170_rvs	MNXM367	sn-glycero-3-phosphocholine	sn-glycerol 3-phosphocholine	C[N+](C)(C)CCOP([O-])(=O)OC[C@H](O)CO	yHMPu5000034990_Candida_corydali@Seq_1050	chebi:16870	1.2496
r_1171_1	MNXM89612	glycerol	glycerol	OCC(O)CO	yHMPu5000034990_Candida_corydali@Seq_1472	chebi:17754	2.1470
r_1171_2	MNXM89612	glycerol	glycerol	OCC(O)CO	yHMPu5000034990_Candida_corydali@Seq_2836	chebi:17754	3.8490
r_1171_3	MNXM89612	glycerol	glycerol	OCC(O)CO	yHMPu5000034990_Candida_corydali@Seq_5299	chebi:17754	63.9068
r_1173_1_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000034990_Candida_corydali@Seq_1067	chebi:57305	1.4536
r_1173_1_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000034990_Candida_corydali@Seq_1067	chebi:57305	1.4536
r_1173_2_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000034990_Candida_corydali@Seq_1297	chebi:57305	0.4679
r_1173_2_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000034990_Candida_corydali@Seq_1297	chebi:57305	0.4679
r_1173_3_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000034990_Candida_corydali@Seq_2067	chebi:57305	0.2954
r_1173_3_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000034990_Candida_corydali@Seq_2067	chebi:57305	0.2954
r_1173_4_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000034990_Candida_corydali@Seq_2504	chebi:57305	0.3044
r_1173_4_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000034990_Candida_corydali@Seq_2504	chebi:57305	0.3044
r_1173_5_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000034990_Candida_corydali@Seq_3728	chebi:57305	0.5213
r_1173_5_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000034990_Candida_corydali@Seq_3728	chebi:57305	0.5213
r_1173_6_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000034990_Candida_corydali@Seq_3973	chebi:57305	0.3927
r_1173_6_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000034990_Candida_corydali@Seq_3973	chebi:57305	0.3927
r_1173_7_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4170	chebi:57305	0.5553
r_1173_7_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4170	chebi:57305	0.5553
r_1173_8_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4467	chebi:57305	1.2304
r_1173_8_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4467	chebi:57305	1.2304
r_1173_9_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4929	chebi:57305	1.6644
r_1173_9_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4929	chebi:57305	1.6644
r_1173_10_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000034990_Candida_corydali@Seq_5340	chebi:57305	0.7810
r_1173_10_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000034990_Candida_corydali@Seq_5340	chebi:57305	0.7810
r_1173_11_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000034990_Candida_corydali@Seq_560	chebi:57305	0.3432
r_1173_11_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000034990_Candida_corydali@Seq_560	chebi:57305	0.3432
r_1175	MNXM30;MNXM51	GDP;GTP	GDP;GTP	Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000034990_Candida_corydali@Seq_711	chebi:58189;chebi:37565	1.7266;4.9743
r_1176_1_fwd	MNXM733114	guanine	guanine	Nc1nc2[nH]cnc2c(=O)[nH]1	yHMPu5000034990_Candida_corydali@Seq_4483	chebi:16235	2.3585
r_1176_1_rvs	MNXM733114	guanine	guanine	Nc1nc2[nH]cnc2c(=O)[nH]1	yHMPu5000034990_Candida_corydali@Seq_4483	chebi:16235	2.3585
r_1176_2_fwd	MNXM733114	guanine	guanine	Nc1nc2[nH]cnc2c(=O)[nH]1	yHMPu5000034990_Candida_corydali@Seq_3886	chebi:16235	0.0785
r_1176_2_rvs	MNXM733114	guanine	guanine	Nc1nc2[nH]cnc2c(=O)[nH]1	yHMPu5000034990_Candida_corydali@Seq_3886	chebi:16235	0.0785
r_1177	MNXM727691	myo-inositol	myo-inositol	O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O	yHMPu5000034990_Candida_corydali@Seq_305	chebi:17268	2.4650
r_1178_1	MNXM726711	iron(2+)	Fe(2+)	[Fe++]	yHMPu5000034990_Candida_corydali@Seq_3255	chebi:29033	5.3540
r_1178_2	MNXM726711	iron(2+)	Fe(2+)	[Fe++]	yHMPu5000034990_Candida_corydali@Seq_395	chebi:29033	4.2410
r_1179	MNXM726711	iron(2+)	Fe(2+)	[Fe++]	yHMPu5000034990_Candida_corydali@Seq_2485	chebi:29033	0.6644
r_1183_1_fwd	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_1067	chebi:57972	1.1121
r_1183_1_rvs	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_1067	chebi:57972	1.1121
r_1183_2_fwd	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_1297	chebi:57972	0.9902
r_1183_2_rvs	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_1297	chebi:57972	0.9902
r_1183_3_fwd	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_2067	chebi:57972	3.5039
r_1183_3_rvs	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_2067	chebi:57972	3.5039
r_1183_4_fwd	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_2504	chebi:57972	4.5394
r_1183_4_rvs	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_2504	chebi:57972	4.5394
r_1183_5_fwd	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_3728	chebi:57972	5.4162
r_1183_5_rvs	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_3728	chebi:57972	5.4162
r_1183_6_fwd	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_3973	chebi:57972	5.7230
r_1183_6_rvs	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_3973	chebi:57972	5.7230
r_1183_7_fwd	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4170	chebi:57972	1.3287
r_1183_7_rvs	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4170	chebi:57972	1.3287
r_1183_8_fwd	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4467	chebi:57972	3.7924
r_1183_8_rvs	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4467	chebi:57972	3.7924
r_1183_9_fwd	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4929	chebi:57972	2.4187
r_1183_9_rvs	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4929	chebi:57972	2.4187
r_1183_10_fwd	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_5340	chebi:57972	3.0310
r_1183_10_rvs	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_5340	chebi:57972	3.0310
r_1183_11_fwd	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_560	chebi:57972	5.3766
r_1183_11_rvs	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_560	chebi:57972	5.3766
r_1184_1_fwd	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_1067	chebi:32682	1.4882
r_1184_1_rvs	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_1067	chebi:32682	1.4882
r_1184_2_fwd	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_1297	chebi:32682	0.7403
r_1184_2_rvs	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_1297	chebi:32682	0.7403
r_1184_3_fwd	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_2067	chebi:32682	0.7132
r_1184_3_rvs	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_2067	chebi:32682	0.7132
r_1184_4_fwd	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_2504	chebi:32682	0.5940
r_1184_4_rvs	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_2504	chebi:32682	0.5940
r_1184_5_fwd	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_2917	chebi:32682	2.1442
r_1184_5_rvs	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_2917	chebi:32682	2.1442
r_1184_6_fwd	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_3973	chebi:32682	1.2968
r_1184_6_rvs	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_3973	chebi:32682	1.2968
r_1184_7_fwd	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4170	chebi:32682	0.9259
r_1184_7_rvs	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4170	chebi:32682	0.9259
r_1184_8_fwd	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4467	chebi:32682	1.6890
r_1184_8_rvs	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4467	chebi:32682	1.6890
r_1184_9_fwd	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_5340	chebi:32682	1.6474
r_1184_9_rvs	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_5340	chebi:32682	1.6474
r_1184_10_fwd	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_560	chebi:32682	0.9023
r_1184_10_rvs	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_560	chebi:32682	0.9023
r_1185	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_1216	chebi:32682	1.4289
r_1186_1_fwd	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_1067	chebi:58048	2.2422
r_1186_1_rvs	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_1067	chebi:58048	2.2422
r_1186_2_fwd	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_1297	chebi:58048	1.1764
r_1186_2_rvs	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_1297	chebi:58048	1.1764
r_1186_3_fwd	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_2067	chebi:58048	3.3363
r_1186_3_rvs	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_2067	chebi:58048	3.3363
r_1186_4_fwd	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_2504	chebi:58048	3.5890
r_1186_4_rvs	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_2504	chebi:58048	3.5890
r_1186_5_fwd	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_3973	chebi:58048	4.2637
r_1186_5_rvs	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_3973	chebi:58048	4.2637
r_1186_6_fwd	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4170	chebi:58048	1.4882
r_1186_6_rvs	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4170	chebi:58048	1.4882
r_1186_7_fwd	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4467	chebi:58048	2.2890
r_1186_7_rvs	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4467	chebi:58048	2.2890
r_1186_8_fwd	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4929	chebi:58048	2.3483
r_1186_8_rvs	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4929	chebi:58048	2.3483
r_1186_9_fwd	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_5340	chebi:58048	2.2654
r_1186_9_rvs	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_5340	chebi:58048	2.2654
r_1186_10_fwd	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_560	chebi:58048	4.1933
r_1186_10_rvs	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_560	chebi:58048	4.1933
r_1187	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_5312	chebi:58048	2.3744
r_1188	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_3133	chebi:58048	1.4288
r_1189_1	MNXM735836	L-aspartate	L-aspartate	[NH3+][C@@H](CC([O-])=O)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_1033	chebi:29991	3.9297
r_1189_2	MNXM735836	L-aspartate	L-aspartate	[NH3+][C@@H](CC([O-])=O)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_5408	chebi:29991	3.9297
r_1190_1_fwd	MNXM735836	L-aspartate	L-aspartate	[NH3+][C@@H](CC([O-])=O)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_1067	chebi:29991	2.3023
r_1190_1_rvs	MNXM735836	L-aspartate	L-aspartate	[NH3+][C@@H](CC([O-])=O)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_1067	chebi:29991	2.3023
r_1190_2_fwd	MNXM735836	L-aspartate	L-aspartate	[NH3+][C@@H](CC([O-])=O)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_1297	chebi:29991	1.6963
r_1190_2_rvs	MNXM735836	L-aspartate	L-aspartate	[NH3+][C@@H](CC([O-])=O)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_1297	chebi:29991	1.6963
r_1190_3_fwd	MNXM735836	L-aspartate	L-aspartate	[NH3+][C@@H](CC([O-])=O)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_2067	chebi:29991	4.4047
r_1190_3_rvs	MNXM735836	L-aspartate	L-aspartate	[NH3+][C@@H](CC([O-])=O)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_2067	chebi:29991	4.4047
r_1190_4_fwd	MNXM735836	L-aspartate	L-aspartate	[NH3+][C@@H](CC([O-])=O)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_2504	chebi:29991	4.8569
r_1190_4_rvs	MNXM735836	L-aspartate	L-aspartate	[NH3+][C@@H](CC([O-])=O)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_2504	chebi:29991	4.8569
r_1190_5_fwd	MNXM735836	L-aspartate	L-aspartate	[NH3+][C@@H](CC([O-])=O)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_3973	chebi:29991	6.0006
r_1190_5_rvs	MNXM735836	L-aspartate	L-aspartate	[NH3+][C@@H](CC([O-])=O)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_3973	chebi:29991	6.0006
r_1190_6_fwd	MNXM735836	L-aspartate	L-aspartate	[NH3+][C@@H](CC([O-])=O)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4170	chebi:29991	2.3774
r_1190_6_rvs	MNXM735836	L-aspartate	L-aspartate	[NH3+][C@@H](CC([O-])=O)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4170	chebi:29991	2.3774
r_1190_7_fwd	MNXM735836	L-aspartate	L-aspartate	[NH3+][C@@H](CC([O-])=O)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4467	chebi:29991	3.7490
r_1190_7_rvs	MNXM735836	L-aspartate	L-aspartate	[NH3+][C@@H](CC([O-])=O)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4467	chebi:29991	3.7490
r_1190_8_fwd	MNXM735836	L-aspartate	L-aspartate	[NH3+][C@@H](CC([O-])=O)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4592	chebi:29991	3.7985
r_1190_8_rvs	MNXM735836	L-aspartate	L-aspartate	[NH3+][C@@H](CC([O-])=O)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4592	chebi:29991	3.7985
r_1190_9_fwd	MNXM735836	L-aspartate	L-aspartate	[NH3+][C@@H](CC([O-])=O)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4929	chebi:29991	3.2259
r_1190_9_rvs	MNXM735836	L-aspartate	L-aspartate	[NH3+][C@@H](CC([O-])=O)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4929	chebi:29991	3.2259
r_1190_10_fwd	MNXM735836	L-aspartate	L-aspartate	[NH3+][C@@H](CC([O-])=O)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_5340	chebi:29991	3.9527
r_1190_10_rvs	MNXM735836	L-aspartate	L-aspartate	[NH3+][C@@H](CC([O-])=O)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_5340	chebi:29991	3.9527
r_1190_11_fwd	MNXM735836	L-aspartate	L-aspartate	[NH3+][C@@H](CC([O-])=O)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_560	chebi:29991	5.9182
r_1190_11_rvs	MNXM735836	L-aspartate	L-aspartate	[NH3+][C@@H](CC([O-])=O)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_560	chebi:29991	5.9182
r_1191_fwd	MNXM731666	(R)-carnitine	(R)-carnitine	C[N+](C)(C)C[C@H](O)CC([O-])=O	yHMPu5000034990_Candida_corydali@Seq_309	chebi:16347	2.3642
r_1191_rvs	MNXM731666	(R)-carnitine	(R)-carnitine	C[N+](C)(C)C[C@H](O)CC([O-])=O	yHMPu5000034990_Candida_corydali@Seq_309	chebi:16347	2.3642
r_1192_1_fwd	MNXM738068	L-cysteine	L-cysteine	[NH3+][C@@H](CS)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_1067	chebi:35235	0.4676
r_1192_1_rvs	MNXM738068	L-cysteine	L-cysteine	[NH3+][C@@H](CS)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_1067	chebi:35235	0.4676
r_1192_2_fwd	MNXM738068	L-cysteine	L-cysteine	[NH3+][C@@H](CS)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_1297	chebi:35235	0.1138
r_1192_2_rvs	MNXM738068	L-cysteine	L-cysteine	[NH3+][C@@H](CS)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_1297	chebi:35235	0.1138
r_1192_3_fwd	MNXM738068	L-cysteine	L-cysteine	[NH3+][C@@H](CS)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_2067	chebi:35235	0.2938
r_1192_3_rvs	MNXM738068	L-cysteine	L-cysteine	[NH3+][C@@H](CS)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_2067	chebi:35235	0.2938
r_1192_4_fwd	MNXM738068	L-cysteine	L-cysteine	[NH3+][C@@H](CS)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_2504	chebi:35235	0.2047
r_1192_4_rvs	MNXM738068	L-cysteine	L-cysteine	[NH3+][C@@H](CS)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_2504	chebi:35235	0.2047
r_1192_5_fwd	MNXM738068	L-cysteine	L-cysteine	[NH3+][C@@H](CS)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_3973	chebi:35235	2.1996
r_1192_5_rvs	MNXM738068	L-cysteine	L-cysteine	[NH3+][C@@H](CS)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_3973	chebi:35235	2.1996
r_1192_6_fwd	MNXM738068	L-cysteine	L-cysteine	[NH3+][C@@H](CS)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4170	chebi:35235	0.1303
r_1192_6_rvs	MNXM738068	L-cysteine	L-cysteine	[NH3+][C@@H](CS)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4170	chebi:35235	0.1303
r_1192_7_fwd	MNXM738068	L-cysteine	L-cysteine	[NH3+][C@@H](CS)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4467	chebi:35235	0.7239
r_1192_7_rvs	MNXM738068	L-cysteine	L-cysteine	[NH3+][C@@H](CS)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4467	chebi:35235	0.7239
r_1192_8_fwd	MNXM738068	L-cysteine	L-cysteine	[NH3+][C@@H](CS)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_5340	chebi:35235	0.4321
r_1192_8_rvs	MNXM738068	L-cysteine	L-cysteine	[NH3+][C@@H](CS)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_5340	chebi:35235	0.4321
r_1192_9_fwd	MNXM738068	L-cysteine	L-cysteine	[NH3+][C@@H](CS)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_560	chebi:35235	0.8604
r_1192_9_rvs	MNXM738068	L-cysteine	L-cysteine	[NH3+][C@@H](CS)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_560	chebi:35235	0.8604
r_1194	MNXM741173	L-glutamate	L-glutamate	[NH3+][C@@H](CCC([O-])=O)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_4159	chebi:29985	1.5103
r_1195_1	MNXM741173	L-glutamate	L-glutamate	[NH3+][C@@H](CCC([O-])=O)C([O-])=O	yHMPu5000034990_Candida_corydali@Seq_1033	chebi:29985	2.6146
