# rxnID	MNXID	met_model	met_standard_name	Smiles	genes	refID	Kcat value (substrate first)
r_0003_fwd	MNXM2757;MNXM8	(R,R)-2,3-butanediol;NAD	(R,R)-butane-2,3-diol;NAD(+)	C[C@@H](O)[C@@H](C)O;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000035032_Candida_gatunensis@Seq_772	chebi:16982;chebi:57540	1.8299;3.5306
r_1249_1_rvs	MNXM77881	potassium	potassium atom	[K]	yHMPu5000035032_Candida_gatunensis@Seq_1075	chebi:26216	2.4211
r_1249_2_fwd	MNXM77881	potassium	potassium atom	[K]	yHMPu5000035032_Candida_gatunensis@Seq_2984	chebi:26216	2.3663
r_1249_2_rvs	MNXM77881	potassium	potassium atom	[K]	yHMPu5000035032_Candida_gatunensis@Seq_2984	chebi:26216	2.3663
r_1250	MNXM118	putrescine	putrescine	[NH3+]CCCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_5204	chebi:326268	1.6359
r_1251_1_fwd	MNXM118	putrescine	putrescine	[NH3+]CCCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_4984	chebi:326268	0.8193
r_1251_1_rvs	MNXM118	putrescine	putrescine	[NH3+]CCCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_4984	chebi:326268	0.8193
r_1251_2_fwd	MNXM118	putrescine	putrescine	[NH3+]CCCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_1788	chebi:326268	1.6898
r_1251_2_rvs	MNXM118	putrescine	putrescine	[NH3+]CCCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_1788	chebi:326268	1.6898
r_1252_1_fwd	MNXM118	putrescine	putrescine	[NH3+]CCCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_4984	chebi:326268	0.8193
r_1252_1_rvs	MNXM118	putrescine	putrescine	[NH3+]CCCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_4984	chebi:326268	0.8193
r_1252_2_fwd	MNXM118	putrescine	putrescine	[NH3+]CCCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_1788	chebi:326268	1.6898
r_1252_2_rvs	MNXM118	putrescine	putrescine	[NH3+]CCCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_1788	chebi:326268	1.6898
r_1253_1_fwd	MNXM419	pyridoxine	pyridoxine	Cc1ncc(CO)c(CO)c1O	yHMPu5000035032_Candida_gatunensis@Seq_1921	chebi:16709	2.7535
r_1253_1_rvs	MNXM419	pyridoxine	pyridoxine	Cc1ncc(CO)c(CO)c1O	yHMPu5000035032_Candida_gatunensis@Seq_1921	chebi:16709	2.7535
r_1253_2_fwd	MNXM419	pyridoxine	pyridoxine	Cc1ncc(CO)c(CO)c1O	yHMPu5000035032_Candida_gatunensis@Seq_1968	chebi:16709	4.8217
r_1253_2_rvs	MNXM419	pyridoxine	pyridoxine	Cc1ncc(CO)c(CO)c1O	yHMPu5000035032_Candida_gatunensis@Seq_1968	chebi:16709	4.8217
r_1254_1_fwd	MNXM23	pyruvate	pyruvate	CC(=O)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_2056	chebi:15361	1.5015
r_1254_1_rvs	MNXM23	pyruvate	pyruvate	CC(=O)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_2056	chebi:15361	1.5015
r_1254_2_fwd	MNXM23	pyruvate	pyruvate	CC(=O)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_3127	chebi:15361	2.1557
r_1254_2_rvs	MNXM23	pyruvate	pyruvate	CC(=O)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_3127	chebi:15361	2.1557
r_1255_1	MNXM16	S-adenosyl-L-methionine	(S)-S-adenosyl-L-methionine	C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12	yHMPu5000035032_Candida_gatunensis@Seq_1276	chebi:142094	17.1314
r_1255_2	MNXM16	S-adenosyl-L-methionine	(S)-S-adenosyl-L-methionine	C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12	yHMPu5000035032_Candida_gatunensis@Seq_137	chebi:142094	2.1056
r_1255_3	MNXM16	S-adenosyl-L-methionine	(S)-S-adenosyl-L-methionine	C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12	yHMPu5000035032_Candida_gatunensis@Seq_1725	chebi:142094	1.9929
r_1255_4	MNXM16	S-adenosyl-L-methionine	(S)-S-adenosyl-L-methionine	C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12	yHMPu5000035032_Candida_gatunensis@Seq_2638	chebi:142094	2.4296
r_1255_5	MNXM16	S-adenosyl-L-methionine	(S)-S-adenosyl-L-methionine	C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12	yHMPu5000035032_Candida_gatunensis@Seq_3564	chebi:142094	0.8294
r_1255_6	MNXM16	S-adenosyl-L-methionine	(S)-S-adenosyl-L-methionine	C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12	yHMPu5000035032_Candida_gatunensis@Seq_4155	chebi:142094	2.1413
r_1255_7	MNXM16	S-adenosyl-L-methionine	(S)-S-adenosyl-L-methionine	C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12	yHMPu5000035032_Candida_gatunensis@Seq_5065	chebi:142094	2.1772
r_1257_1	MNXM726753	S-methyl-L-methionine	S-methyl-L-methionine	C[S+](C)CC[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_1276	chebi:58252	11.3799
r_1257_2	MNXM726753	S-methyl-L-methionine	S-methyl-L-methionine	C[S+](C)CC[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_137	chebi:58252	1.1070
r_1257_3	MNXM726753	S-methyl-L-methionine	S-methyl-L-methionine	C[S+](C)CC[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_1725	chebi:58252	1.9484
r_1257_4	MNXM726753	S-methyl-L-methionine	S-methyl-L-methionine	C[S+](C)CC[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_2638	chebi:58252	1.4882
r_1257_5	MNXM726753	S-methyl-L-methionine	S-methyl-L-methionine	C[S+](C)CC[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_3564	chebi:58252	0.5142
r_1257_6	MNXM726753	S-methyl-L-methionine	S-methyl-L-methionine	C[S+](C)CC[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_4155	chebi:58252	0.9072
r_1257_7	MNXM726753	S-methyl-L-methionine	S-methyl-L-methionine	C[S+](C)CC[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_5065	chebi:58252	1.4882
r_1258_1_fwd	MNXM27	sodium	Na(+)	[Na+]	yHMPu5000035032_Candida_gatunensis@Seq_1075	chebi:29101	2.3558
r_1258_1_rvs	MNXM27	sodium	Na(+)	[Na+]	yHMPu5000035032_Candida_gatunensis@Seq_1075	chebi:29101	2.3558
r_1258_2_fwd	MNXM27	sodium	Na(+)	[Na+]	yHMPu5000035032_Candida_gatunensis@Seq_4295	chebi:29101	2.2330
r_1258_2_rvs	MNXM27	sodium	Na(+)	[Na+]	yHMPu5000035032_Candida_gatunensis@Seq_4295	chebi:29101	2.2330
r_1259	MNXM124	spermidine	spermidine	[NH3+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_5204	chebi:57834	4.0708
r_1260_1_fwd	MNXM124	spermidine	spermidine	[NH3+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_1276	chebi:57834	5.5012
r_1260_1_rvs	MNXM124	spermidine	spermidine	[NH3+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_1276	chebi:57834	5.5012
r_1260_2_fwd	MNXM124	spermidine	spermidine	[NH3+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_137	chebi:57834	1.3261
r_1260_2_rvs	MNXM124	spermidine	spermidine	[NH3+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_137	chebi:57834	1.3261
r_1260_3_fwd	MNXM124	spermidine	spermidine	[NH3+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_1725	chebi:57834	1.5675
r_1260_3_rvs	MNXM124	spermidine	spermidine	[NH3+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_1725	chebi:57834	1.5675
r_1260_4_fwd	MNXM124	spermidine	spermidine	[NH3+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_1788	chebi:57834	1.7262
r_1260_4_rvs	MNXM124	spermidine	spermidine	[NH3+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_1788	chebi:57834	1.7262
r_1260_5_fwd	MNXM124	spermidine	spermidine	[NH3+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_206	chebi:57834	0.6598
r_1260_5_rvs	MNXM124	spermidine	spermidine	[NH3+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_206	chebi:57834	0.6598
r_1260_6_fwd	MNXM124	spermidine	spermidine	[NH3+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_2638	chebi:57834	1.7295
r_1260_6_rvs	MNXM124	spermidine	spermidine	[NH3+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_2638	chebi:57834	1.7295
r_1260_7_fwd	MNXM124	spermidine	spermidine	[NH3+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_3518	chebi:57834	0.7337
r_1260_7_rvs	MNXM124	spermidine	spermidine	[NH3+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_3518	chebi:57834	0.7337
r_1260_8_fwd	MNXM124	spermidine	spermidine	[NH3+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_3564	chebi:57834	0.7900
r_1260_8_rvs	MNXM124	spermidine	spermidine	[NH3+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_3564	chebi:57834	0.7900
r_1260_9_fwd	MNXM124	spermidine	spermidine	[NH3+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_4155	chebi:57834	1.2060
r_1260_9_rvs	MNXM124	spermidine	spermidine	[NH3+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_4155	chebi:57834	1.2060
r_1260_10_fwd	MNXM124	spermidine	spermidine	[NH3+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_4984	chebi:57834	1.6843
r_1260_10_rvs	MNXM124	spermidine	spermidine	[NH3+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_4984	chebi:57834	1.6843
r_1260_11_fwd	MNXM124	spermidine	spermidine	[NH3+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_5065	chebi:57834	1.3258
r_1260_11_rvs	MNXM124	spermidine	spermidine	[NH3+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_5065	chebi:57834	1.3258
r_1261_1_fwd	MNXM124	spermidine	spermidine	[NH3+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_4984	chebi:57834	1.6843
r_1261_1_rvs	MNXM124	spermidine	spermidine	[NH3+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_4984	chebi:57834	1.6843
r_1261_2_fwd	MNXM124	spermidine	spermidine	[NH3+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_1788	chebi:57834	1.7262
r_1261_2_rvs	MNXM124	spermidine	spermidine	[NH3+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_1788	chebi:57834	1.7262
r_1262_1_fwd	MNXM408	spermine	spermine	[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_2624	chebi:45725	0.5825
r_1262_1_rvs	MNXM408	spermine	spermine	[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_2624	chebi:45725	0.5825
r_1262_2_fwd	MNXM408	spermine	spermine	[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_4984	chebi:45725	2.3580
r_1262_2_rvs	MNXM408	spermine	spermine	[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_4984	chebi:45725	2.3580
r_1262_3_fwd	MNXM408	spermine	spermine	[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_1788	chebi:45725	2.1641
r_1262_3_rvs	MNXM408	spermine	spermine	[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_1788	chebi:45725	2.1641
r_1263_1_fwd	MNXM408	spermine	spermine	[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_2624	chebi:45725	0.5825
r_1263_1_rvs	MNXM408	spermine	spermine	[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_2624	chebi:45725	0.5825
r_1263_2_fwd	MNXM408	spermine	spermine	[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_4984	chebi:45725	2.3580
r_1263_2_rvs	MNXM408	spermine	spermine	[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_4984	chebi:45725	2.3580
r_1263_3_fwd	MNXM408	spermine	spermine	[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_1788	chebi:45725	2.1641
r_1263_3_rvs	MNXM408	spermine	spermine	[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+]	yHMPu5000035032_Candida_gatunensis@Seq_1788	chebi:45725	2.1641
r_1264	MNXM9;MNXM25	phosphate;succinate	phosphate;succinate	OP([O-])([O-])=O;[O-]C(=O)CCC([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_5178	chebi:43474;chebi:30031	1.1037;2.0719
r_1265	MNXM737340;MNXM25	fumarate;succinate	fumarate;succinate	[O-]C(=O)\C=C\C([O-])=O;[O-]C(=O)CCC([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_5212	chebi:29806;chebi:30031	181.2667;33.5137
r_1266	MNXM58	sulphate	sulfate	[O-]S([O-])(=O)=O	yHMPu5000035032_Candida_gatunensis@Seq_2201	chebi:16189	1.4374
r_1267	MNXM726339	sulphite	sulfite	[O-]S([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_4671	chebi:17359	2.3696
r_1269	MNXM256	TDP	thiamine diphosphate	Cc1c(CCOP([O-])(=O)OP([O-])([O-])=O)sc[n+]1Cc1cnc(C)nc1N	yHMPu5000035032_Candida_gatunensis@Seq_5079	chebi:58937	11.6067
r_1271	MNXM741187	UDP-D-galactose	UDP-D-galactose	OC[C@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H](O)[C@H]1O	yHMPu5000035032_Candida_gatunensis@Seq_1703	chebi:18307	3.7948
r_1272	MNXM158	uracil	uracil	O=c1cc[nH]c(=O)[nH]1	yHMPu5000035032_Candida_gatunensis@Seq_3006	chebi:17568	0.3809
r_1273_fwd	MNXM117	urea	urea	NC(N)=O	yHMPu5000035032_Candida_gatunensis@Seq_206	chebi:16199	264.1874
r_1273_rvs	MNXM117	urea	urea	NC(N)=O	yHMPu5000035032_Candida_gatunensis@Seq_206	chebi:16199	264.1874
r_1274	MNXM288	uridine	uridine	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(=O)[nH]c1=O	yHMPu5000035032_Candida_gatunensis@Seq_3006	chebi:16704	28.1425
r_1277_fwd					yHMPu5000035032_Candida_gatunensis@Seq_2349	
r_1277_rvs					yHMPu5000035032_Candida_gatunensis@Seq_2349	
r_1278_1_fwd	MNXM738369	zymosterol	5alpha-cholesta-8,24-dien-3beta-ol	C[C@H](CCC=C(C)C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	yHMPu5000035032_Candida_gatunensis@Seq_1190	chebi:18252	0.5606
r_1278_1_rvs	MNXM738369	zymosterol	5alpha-cholesta-8,24-dien-3beta-ol	C[C@H](CCC=C(C)C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	yHMPu5000035032_Candida_gatunensis@Seq_1190	chebi:18252	0.5606
r_1278_2_fwd	MNXM738369	zymosterol	5alpha-cholesta-8,24-dien-3beta-ol	C[C@H](CCC=C(C)C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	yHMPu5000035032_Candida_gatunensis@Seq_2511	chebi:18252	0.8107
r_1278_2_rvs	MNXM738369	zymosterol	5alpha-cholesta-8,24-dien-3beta-ol	C[C@H](CCC=C(C)C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	yHMPu5000035032_Candida_gatunensis@Seq_2511	chebi:18252	0.8107
r_1278_3_fwd	MNXM738369	zymosterol	5alpha-cholesta-8,24-dien-3beta-ol	C[C@H](CCC=C(C)C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	yHMPu5000035032_Candida_gatunensis@Seq_3405	chebi:18252	0.7536
r_1278_3_rvs	MNXM738369	zymosterol	5alpha-cholesta-8,24-dien-3beta-ol	C[C@H](CCC=C(C)C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	yHMPu5000035032_Candida_gatunensis@Seq_3405	chebi:18252	0.7536
r_1657	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_4990	chebi:32682	1.6053
r_2034	MNXM23	pyruvate	pyruvate	CC(=O)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_2170;yHMPu5000035032_Candida_gatunensis@Seq_4426	chebi:15361	22.7106,0.3931
r_2079_1_fwd	MNXM732197	trehalose	alpha,alpha-trehalose	OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000035032_Candida_gatunensis@Seq_41	chebi:16551	69.9983
r_2079_1_rvs	MNXM732197	trehalose	alpha,alpha-trehalose	OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000035032_Candida_gatunensis@Seq_41	chebi:16551	69.9983
r_2079_2_fwd	MNXM732197	trehalose	alpha,alpha-trehalose	OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000035032_Candida_gatunensis@Seq_4347	chebi:16551	31.4391
r_2079_2_rvs	MNXM732197	trehalose	alpha,alpha-trehalose	OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000035032_Candida_gatunensis@Seq_4347	chebi:16551	31.4391
r_2132	MNXM20;MNXM98	2-oxoglutarate;(S)-malate	2-oxoglutarate;(S)-malate	[O-]C(=O)CCC(=O)C([O-])=O;O[C@@H](CC([O-])=O)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_4718	chebi:16810;chebi:15589	67.6764;21.0603
r_2219	MNXM3;MNXM734852	ATP;lauroyl-CoA	ATP;dodecanoyl-CoA	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	yHMPu5000035032_Candida_gatunensis@Seq_4766;yHMPu5000035032_Candida_gatunensis@Seq_5121	chebi:30616;chebi:57375	0.1096,3.8733;0.0810,2.8719
r_2220	MNXM3;MNXM732701	ATP;myristoyl-CoA	ATP;tetradecanoyl-CoA	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	yHMPu5000035032_Candida_gatunensis@Seq_4766;yHMPu5000035032_Candida_gatunensis@Seq_5121	chebi:30616;chebi:57385	0.1096,3.8733;0.0775,2.7982
r_2221	MNXM3;MNXM740979	ATP;palmitoyl-CoA	ATP;hexadecanoyl-CoA	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	yHMPu5000035032_Candida_gatunensis@Seq_4766;yHMPu5000035032_Candida_gatunensis@Seq_5121	chebi:30616;chebi:57379	0.1096,3.8733;0.0745,2.7350
r_2222	MNXM3;MNXM738540	ATP;palmitoleoyl-CoA(4-)	ATP;(9Z)-hexadecenoyl-CoA	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;CCCCCC\C=C/CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	yHMPu5000035032_Candida_gatunensis@Seq_4766;yHMPu5000035032_Candida_gatunensis@Seq_5121	chebi:30616;chebi:61540	0.1096,3.8733;0.0800,3.0186
r_2223	MNXM3;MNXM733341	ATP;stearoyl-CoA	ATP;octadecanoyl-CoA	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	yHMPu5000035032_Candida_gatunensis@Seq_4766;yHMPu5000035032_Candida_gatunensis@Seq_5121	chebi:30616;chebi:57394	0.1096,3.8733;0.0719,2.6851
r_2224	MNXM3;MNXM728570	ATP;oleoyl-CoA	ATP;(9Z)-octadecenoyl-CoA	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;CCCCCCCC\C=C/CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	yHMPu5000035032_Candida_gatunensis@Seq_4766;yHMPu5000035032_Candida_gatunensis@Seq_5121	chebi:30616;chebi:57387	0.1096,3.8733;0.0769,2.9401
r_2225	MNXM3;MNXM728390	ATP;icosanoyl-CoA	ATP;eicosanoyl-CoA	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;CCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	yHMPu5000035032_Candida_gatunensis@Seq_4766;yHMPu5000035032_Candida_gatunensis@Seq_5121	chebi:30616;chebi:57380	0.1096,3.8733;0.0695,2.6615
r_2226	MNXM3;MNXM726560	ATP;docosanoyl-CoA	ATP;docosanoyl-CoA	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;CCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	yHMPu5000035032_Candida_gatunensis@Seq_4766;yHMPu5000035032_Candida_gatunensis@Seq_5121	chebi:30616;chebi:65059	0.1096,3.8733;0.0675,2.6521
r_2227	MNXM3;MNXM729347	ATP;tetracosanoyl-CoA	ATP;tetracosanoyl-CoA	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;CCCCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	yHMPu5000035032_Candida_gatunensis@Seq_4766;yHMPu5000035032_Candida_gatunensis@Seq_5121	chebi:30616;chebi:65052	0.1096,3.8733;0.0656,2.6435
