# rxnID	MNXID	met_model	met_standard_name	Smiles	genes	refID	Kcat value (substrate first)
r_0003_fwd	MNXM2757;MNXM8	(R,R)-2,3-butanediol;NAD	(R,R)-butane-2,3-diol;NAD(+)	C[C@@H](O)[C@@H](C)O;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_1309	chebi:16982;chebi:57540	7.9479;8.1877
p_5174_3_fwd	MNXM738702;MNXM729623	NADPH;L-sorbose	NADPH;L-sorbose	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;	yHMPu5000041829_Debaryomyces_fabryi@Seq_4066	chebi:57783;chebi:17266	23.8737;
p_5174_3_rvs	MNXM5;MNXM736685	NADP(+);D-glucitol	NADP(+);D-sorbitol	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	yHMPu5000041829_Debaryomyces_fabryi@Seq_4066	chebi:58349;chebi:17924	12.0125;11.1555
p_5174_4_fwd	MNXM738702;MNXM729623	NADPH;L-sorbose	NADPH;L-sorbose	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;	yHMPu5000041829_Debaryomyces_fabryi@Seq_5206	chebi:57783;chebi:17266	2.5911;
p_5174_4_rvs	MNXM5;MNXM736685	NADP(+);D-glucitol	NADP(+);D-sorbitol	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	yHMPu5000041829_Debaryomyces_fabryi@Seq_5206	chebi:58349;chebi:17924	3.3097;2.4801
p_5174_5_fwd	MNXM738702;MNXM729623	NADPH;L-sorbose	NADPH;L-sorbose	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;	yHMPu5000041829_Debaryomyces_fabryi@Seq_763	chebi:57783;chebi:17266	22.3510;
p_5174_5_rvs	MNXM5;MNXM736685	NADP(+);D-glucitol	NADP(+);D-sorbitol	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	yHMPu5000041829_Debaryomyces_fabryi@Seq_763	chebi:58349;chebi:17924	11.2920;8.2834
p_5180_fwd	MNXM733015	dehydroascorbate	L-dehydroascorbic acid	OC[C@H](O)[C@H]1OC(=O)C(=O)C1=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_535	chebi:27956	17.1495
p_5180_rvs	MNXM735438;MNXM727871	oxygen;ascorbate	O2;L-ascorbate	O=O;OC[C@H](O)[C@H]1OC(=O)C(O)=C1[O-]	yHMPu5000041829_Debaryomyces_fabryi@Seq_535	chebi:15379;chebi:38290	31.4510;17.2710
p_5182_fwd	MNXM729302;	ammonium;D-fructofuranose 6-phosphate	NH4(+);	[NH4+];	yHMPu5000041829_Debaryomyces_fabryi@Seq_3152	chebi:28938;	5.5536;
p_5182_rvs		D-glucosamine 6-phosphate			yHMPu5000041829_Debaryomyces_fabryi@Seq_3152	
p_5187_fwd	MNXM738702;	NADPH;L-rhamnono-1,4-lactone	NADPH;	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;	yHMPu5000041829_Debaryomyces_fabryi@Seq_4633	chebi:57783;	0.8599;
p_5187_rvs	MNXM5;	NADP(+);L-rhamnose	NADP(+);	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;	yHMPu5000041829_Debaryomyces_fabryi@Seq_4633	chebi:58349;	1.4733;
p_5188_fwd	MNXM10;	NADH;L-rhamnono-1,4-lactone	NADH;	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;	yHMPu5000041829_Debaryomyces_fabryi@Seq_4633	chebi:57945;	0.8038;
p_5188_rvs	MNXM8;	NAD;L-rhamnose	NAD(+);	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;	yHMPu5000041829_Debaryomyces_fabryi@Seq_4633	chebi:57540;	1.5263;
r_0800_1	MNXM3;MNXM30	ATP;GDP	ATP;GDP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_2012	chebi:30616;chebi:58189	5.7538;4.3628
r_0800_2	MNXM3;MNXM30	ATP;GDP	ATP;GDP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3594	chebi:30616;chebi:58189	1.5030;1.6145
r_0811_1	MNXM17;MNXM3	UDP;ATP	UDP;ATP	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP([O-])(=O)OP([O-])([O-])=O)n1ccc(=O)[nH]c1=O;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_2012	chebi:58223;chebi:30616	4.2612;5.7538
r_0811_2	MNXM17;MNXM3	UDP;ATP	UDP;ATP	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP([O-])(=O)OP([O-])([O-])=O)n1ccc(=O)[nH]c1=O;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3594	chebi:58223;chebi:30616	1.8606;1.5030
r_0678	MNXM738702;MNXM268;MNXM3	NADPH;L-2-aminoadipate;ATP	NADPH;L-2-aminoadipate;ATP	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;[NH3+][C@@H](CCCC([O-])=O)C([O-])=O;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_2511	chebi:57783;chebi:58672;chebi:30616	9.0054;6.7011;7.9101
r_0852_1	MNXM3;MNXM741664	ATP;L-phenylalanine	ATP;L-phenylalanine	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;[NH3+][C@@H](Cc1ccccc1)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_1938	chebi:30616;chebi:58095	10.2505;13.3994
r_0852_2	MNXM3;MNXM741664	ATP;L-phenylalanine	ATP;L-phenylalanine	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;[NH3+][C@@H](Cc1ccccc1)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3011	chebi:30616;chebi:58095	16.4669;21.9280
r_0852_3	MNXM3;MNXM741664	ATP;L-phenylalanine	ATP;L-phenylalanine	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;[NH3+][C@@H](Cc1ccccc1)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3273	chebi:30616;chebi:58095	7.3506;13.5058
r_1011	MNXM738702;MNXM735438;MNXM733532	NADPH;oxygen;squalene	NADPH;O2;squalene	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;O=O;CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C=C(/C)CC\C=C(/C)CCC=C(C)C	yHMPu5000041829_Debaryomyces_fabryi@Seq_5568	chebi:57783;chebi:15379;chebi:15440	0.9741;1.9835;0.6439
p_5018	MNXM737787;	L-serine;(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate	L-serine;	[NH3+][C@@H](CO)C([O-])=O;	yHMPu5000041829_Debaryomyces_fabryi@Seq_3128	chebi:33384;	4.0894;
r_2332	MNXM738540;MNXM732965	palmitoleoyl-CoA(4-);1-acyl-sn-glycerol 3-phosphate (16:0)	(9Z)-hexadecenoyl-CoA;1-hexadecanoyl-sn-glycero-3-phosphate	CCCCCC\C=C/CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12;CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_829	chebi:61540;chebi:57518	2.2037;0.8986
r_2334	MNXM738540;MNXM66496	palmitoleoyl-CoA(4-);1-acyl-sn-glycerol 3-phosphate (16:1)	(9Z)-hexadecenoyl-CoA;1-(9Z-hexadecenoyl)-sn-glycero-3-phosphate	CCCCCC\C=C/CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12;CCCCCC\C=C/CCCCCCCC(=O)OC[C@@H](O)COP([O-])([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_829	chebi:61540;chebi:74694	2.2037;1.0387
r_2336	MNXM738540;MNXM734212	palmitoleoyl-CoA(4-);1-acyl-sn-glycerol 3-phosphate (18:0)	(9Z)-hexadecenoyl-CoA;1-octadecanoyl-sn-glycero-3-phosphate	CCCCCC\C=C/CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12;CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_829	chebi:61540;chebi:74565	2.2037;0.9926
r_2338	MNXM738540;MNXM734215	palmitoleoyl-CoA(4-);1-acyl-sn-glycerol 3-phosphate (18:1)	(9Z)-hexadecenoyl-CoA;1-(9Z-octadecenoyl)-sn-glycero-3-phosphate	CCCCCC\C=C/CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12;CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@@H](O)COP([O-])([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_829	chebi:61540;chebi:74544	2.2037;1.0578
r_2504	MNXM16;UNK:s_3199	S-adenosyl-L-methionine;phosphatidyl-N,N-dimethylethanolamine (1-16:0, 2-16:1)	(S)-S-adenosyl-L-methionine;	C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12;	yHMPu5000041829_Debaryomyces_fabryi@Seq_4956	chebi:142094;	2.3110;
r_2505	MNXM16;UNK:s_3200	S-adenosyl-L-methionine;phosphatidyl-N,N-dimethylethanolamine (1-16:1, 2-16:1)	(S)-S-adenosyl-L-methionine;	C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12;	yHMPu5000041829_Debaryomyces_fabryi@Seq_4956	chebi:142094;	2.3110;
r_2506	MNXM16;UNK:s_3201	S-adenosyl-L-methionine;phosphatidyl-N,N-dimethylethanolamine (1-18:0, 2-16:1)	(S)-S-adenosyl-L-methionine;	C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12;	yHMPu5000041829_Debaryomyces_fabryi@Seq_4956	chebi:142094;	2.3110;
r_2507	MNXM16;UNK:s_3202	S-adenosyl-L-methionine;phosphatidyl-N,N-dimethylethanolamine (1-18:1, 2-16:1)	(S)-S-adenosyl-L-methionine;	C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12;	yHMPu5000041829_Debaryomyces_fabryi@Seq_4956	chebi:142094;	2.3110;
r_2508	MNXM16;UNK:s_3203	S-adenosyl-L-methionine;phosphatidyl-N,N-dimethylethanolamine (1-16:0, 2-18:1)	(S)-S-adenosyl-L-methionine;	C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12;	yHMPu5000041829_Debaryomyces_fabryi@Seq_4956	chebi:142094;	2.3110;
r_2509	MNXM16;UNK:s_3204	S-adenosyl-L-methionine;phosphatidyl-N,N-dimethylethanolamine (1-16:1, 2-18:1)	(S)-S-adenosyl-L-methionine;	C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12;	yHMPu5000041829_Debaryomyces_fabryi@Seq_4956	chebi:142094;	2.3110;
r_2510	MNXM16;UNK:s_3205	S-adenosyl-L-methionine;phosphatidyl-N,N-dimethylethanolamine (1-18:0, 2-18:1)	(S)-S-adenosyl-L-methionine;	C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12;	yHMPu5000041829_Debaryomyces_fabryi@Seq_4956	chebi:142094;	2.3110;
r_2511	MNXM16;MNXM72998	S-adenosyl-L-methionine;phosphatidyl-N,N-dimethylethanolamine (1-18:1, 2-18:1)	(S)-S-adenosyl-L-methionine;1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho-N,N-dimethylethanolamine	C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12;CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[NH+](C)C)OC(=O)CCCCCCC\C=C/CCCCCCCC	yHMPu5000041829_Debaryomyces_fabryi@Seq_4956	chebi:142094;chebi:85680	2.3110;1.8522
r_2496	MNXM16;UNK:s_3184	S-adenosyl-L-methionine;phosphatidyl-N-methylethanolamine (1-16:0, 2-16:1)	(S)-S-adenosyl-L-methionine;	C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12;	yHMPu5000041829_Debaryomyces_fabryi@Seq_4956	chebi:142094;	2.3110;
r_2497	MNXM16;UNK:s_3186	S-adenosyl-L-methionine;phosphatidyl-N-methylethanolamine (1-16:1, 2-16:1)	(S)-S-adenosyl-L-methionine;	C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12;	yHMPu5000041829_Debaryomyces_fabryi@Seq_4956	chebi:142094;	2.3110;
r_2498	MNXM16;UNK:s_3188	S-adenosyl-L-methionine;phosphatidyl-N-methylethanolamine (1-18:0, 2-16:1)	(S)-S-adenosyl-L-methionine;	C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12;	yHMPu5000041829_Debaryomyces_fabryi@Seq_4956	chebi:142094;	2.3110;
r_2499	MNXM16;UNK:s_3190	S-adenosyl-L-methionine;phosphatidyl-N-methylethanolamine (1-18:1, 2-16:1)	(S)-S-adenosyl-L-methionine;	C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12;	yHMPu5000041829_Debaryomyces_fabryi@Seq_4956	chebi:142094;	2.3110;
r_2500	MNXM16;UNK:s_3192	S-adenosyl-L-methionine;phosphatidyl-N-methylethanolamine (1-16:0, 2-18:1)	(S)-S-adenosyl-L-methionine;	C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12;	yHMPu5000041829_Debaryomyces_fabryi@Seq_4956	chebi:142094;	2.3110;
r_2501	MNXM16;UNK:s_3194	S-adenosyl-L-methionine;phosphatidyl-N-methylethanolamine (1-16:1, 2-18:1)	(S)-S-adenosyl-L-methionine;	C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12;	yHMPu5000041829_Debaryomyces_fabryi@Seq_4956	chebi:142094;	2.3110;
r_2502	MNXM16;UNK:s_3196	S-adenosyl-L-methionine;phosphatidyl-N-methylethanolamine (1-18:0, 2-18:1)	(S)-S-adenosyl-L-methionine;	C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12;	yHMPu5000041829_Debaryomyces_fabryi@Seq_4956	chebi:142094;	2.3110;
r_2503	MNXM16;MNXM72986	S-adenosyl-L-methionine;phosphatidyl-N-methylethanolamine (1-18:1, 2-18:1)	(S)-S-adenosyl-L-methionine;1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho-N-methylethanolamine	C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12;CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[NH2+]C)OC(=O)CCCCCCC\C=C/CCCCCCCC	yHMPu5000041829_Debaryomyces_fabryi@Seq_4956	chebi:142094;chebi:85679	2.3110;1.9756
r_0968_1	MNXM728012	6,7-dimethyl-8-(1-D-ribityl)lumazine	6,7-dimethyl-8-(1-D-ribityl)lumazine	Cc1nc2c(nc(=O)[n-]c2=O)n(C[C@H](O)[C@H](O)[C@H](O)CO)c1C	yHMPu5000041829_Debaryomyces_fabryi@Seq_4249	chebi:58201	7.0858
r_0968_2	MNXM728012	6,7-dimethyl-8-(1-D-ribityl)lumazine	6,7-dimethyl-8-(1-D-ribityl)lumazine	Cc1nc2c(nc(=O)[n-]c2=O)n(C[C@H](O)[C@H](O)[C@H](O)CO)c1C	yHMPu5000041829_Debaryomyces_fabryi@Seq_4325	chebi:58201	3.8879
r_0968_3	MNXM728012	6,7-dimethyl-8-(1-D-ribityl)lumazine	6,7-dimethyl-8-(1-D-ribityl)lumazine	Cc1nc2c(nc(=O)[n-]c2=O)n(C[C@H](O)[C@H](O)[C@H](O)CO)c1C	yHMPu5000041829_Debaryomyces_fabryi@Seq_5166	chebi:58201	6.7245
r_0968_4	MNXM728012	6,7-dimethyl-8-(1-D-ribityl)lumazine	6,7-dimethyl-8-(1-D-ribityl)lumazine	Cc1nc2c(nc(=O)[n-]c2=O)n(C[C@H](O)[C@H](O)[C@H](O)CO)c1C	yHMPu5000041829_Debaryomyces_fabryi@Seq_5578	chebi:58201	3.1314
r_0968_5	MNXM728012	6,7-dimethyl-8-(1-D-ribityl)lumazine	6,7-dimethyl-8-(1-D-ribityl)lumazine	Cc1nc2c(nc(=O)[n-]c2=O)n(C[C@H](O)[C@H](O)[C@H](O)CO)c1C	yHMPu5000041829_Debaryomyces_fabryi@Seq_732	chebi:58201	14.7999
r_0967	MNXM2323;MNXM737103	2-hydroxy-3-oxobutyl phosphate;5-amino-6-(D-ribitylamino)uracil	1-deoxy-L-glycero-tetrulose 4-phosphate;5-amino-6-(D-ribitylamino)uracil	CC(=O)[C@H](O)COP([O-])([O-])=O;Nc1c(NC[C@H](O)[C@H](O)[C@H](O)CO)[nH]c(=O)[nH]c1=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3407	metacycM:DIHYDROXY-BUTANONE-P;chebi:15934	18.1634;13.5557
p_5193_fwd	MNXM731831;MNXM252	ubiquinone-6;(S)-dihydroorotate	ubiquinone-6;(S)-dihydroorotate	COC1=C(OC)C(=O)C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)=C(C)C1=O;[O-]C(=O)[C@@H]1CC(=O)NC(=O)N1	yHMPu5000041829_Debaryomyces_fabryi@Seq_2841	chebi:52971;chebi:30864	7.7326;24.8482
p_5193_rvs	MNXM5319;MNXM235	ubiquinol-6;orotate	ubiquinol-6;orotate	COc1c(O)c(C)c(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)c(O)c1OC;[O-]C(=O)c1cc(=O)[nH]c(=O)[nH]1	yHMPu5000041829_Debaryomyces_fabryi@Seq_2841	chebi:52970;chebi:30839	4.8521;6.2769
p_5195	MNXM10;MNXM731831	NADH;ubiquinone-6	NADH;ubiquinone-6	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;COC1=C(OC)C(=O)C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)=C(C)C1=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_2731;yHMPu5000041829_Debaryomyces_fabryi@Seq_1426;yHMPu5000041829_Debaryomyces_fabryi@Seq_1302;yHMPu5000041829_Debaryomyces_fabryi@Seq_1388;yHMPu5000041829_Debaryomyces_fabryi@Seq_1471;yHMPu5000041829_Debaryomyces_fabryi@Seq_1654;yHMPu5000041829_Debaryomyces_fabryi@Seq_169;yHMPu5000041829_Debaryomyces_fabryi@Seq_1961;yHMPu5000041829_Debaryomyces_fabryi@Seq_2007;yHMPu5000041829_Debaryomyces_fabryi@Seq_2408;yHMPu5000041829_Debaryomyces_fabryi@Seq_3176;yHMPu5000041829_Debaryomyces_fabryi@Seq_3237;yHMPu5000041829_Debaryomyces_fabryi@Seq_3902;yHMPu5000041829_Debaryomyces_fabryi@Seq_3938;yHMPu5000041829_Debaryomyces_fabryi@Seq_3942;yHMPu5000041829_Debaryomyces_fabryi@Seq_3965;yHMPu5000041829_Debaryomyces_fabryi@Seq_4055;yHMPu5000041829_Debaryomyces_fabryi@Seq_4165;yHMPu5000041829_Debaryomyces_fabryi@Seq_4572;yHMPu5000041829_Debaryomyces_fabryi@Seq_4724;yHMPu5000041829_Debaryomyces_fabryi@Seq_4933;yHMPu5000041829_Debaryomyces_fabryi@Seq_518;yHMPu5000041829_Debaryomyces_fabryi@Seq_545;yHMPu5000041829_Debaryomyces_fabryi@Seq_5528;yHMPu5000041829_Debaryomyces_fabryi@Seq_5617;yHMPu5000041829_Debaryomyces_fabryi@Seq_641	chebi:57945;chebi:52971	2.6648,2.1554,64.6268,2.2921,1.9397,6.2331,10.1653,2.5657,190.9917,18.8393,485.2645,12.7076,353.2338,8.3855,60.4812,29.5666,1.0287,279.9985,1.0261,10.0320,0.0117,28.3574,0.3763,24.2962,38.6162,3.6489;0.5627,1.6005,49.8690,2.1187,0.6794,6.0422,9.6124,2.2299,147.5583,14.8896,323.3009,10.3913,244.3450,6.5788,46.6702,22.8230,0.2594,216.0597,1.2413,9.7107,0.0136,22.0956,0.3830,11.6513,29.7988,3.5553
p_5196	MNXM737727	inulin	Inulin		yHMPu5000041829_Debaryomyces_fabryi@Seq_3742	keggG:G04981	
p_5198_fwd	MNXM10;MNXM3572	NADH;D-erythrulose	NADH;D-erythrulose	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;OC[C@@H](O)C(=O)CO	yHMPu5000041829_Debaryomyces_fabryi@Seq_4066	chebi:57945;chebi:16023	24.6115;23.9063
p_5198_rvs	MNXM8;MNXM734797	NAD;erythritol	NAD(+);erythritol	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;OC[C@H](O)[C@H](O)CO	yHMPu5000041829_Debaryomyces_fabryi@Seq_4066	chebi:57540;chebi:17113	12.3115;11.0397
p_5199_1	MNXM3;MNXM3572	ATP;D-erythrulose	ATP;D-erythrulose	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;OC[C@@H](O)C(=O)CO	yHMPu5000041829_Debaryomyces_fabryi@Seq_5237	chebi:30616;chebi:16023	4.9200;6.3901
p_5199_2	MNXM3;MNXM3572	ATP;D-erythrulose	ATP;D-erythrulose	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;OC[C@@H](O)C(=O)CO	yHMPu5000041829_Debaryomyces_fabryi@Seq_659	chebi:30616;chebi:16023	11.1575;14.5619
